timestamp,open,high,low,close,volume
2023-10-06 13:30:00,177.1700,177.2700,177.1300,177.2600,309277
2023-10-06 13:25:00,177.3400,177.3400,177.0400,177.1600,376660
2023-10-06 13:20:00,177.1450,177.3600,177.1050,177.3200,993134
2023-10-06 13:15:00,177.0700,177.1600,177.0300,177.1450,480579
2023-10-06 13:10:00,176.8100,177.0700,176.6900,177.0700,622716
2023-10-06 13:05:00,176.7680,176.8800,176.7050,176.8200,211063
2023-10-06 13:00:00,176.8300,176.9000,176.7100,176.7650,270224
2023-10-06 12:55:00,176.8200,176.8800,176.7350,176.8200,216312
2023-10-06 12:50:00,176.8700,176.9200,176.7300,176.8250,346390
2023-10-06 12:45:00,176.9000,176.9900,176.8200,176.8650,323464
2023-10-06 12:40:00,176.6400,176.9300,176.6250,176.9000,481123
2023-10-06 12:35:00,176.5000,176.7500,176.4500,176.6500,299886
2023-10-06 12:30:00,176.6800,176.7700,176.4800,176.4950,435113
2023-10-06 12:25:00,176.4700,176.7200,176.3540,176.6700,438931
2023-10-06 12:20:00,176.6100,176.6200,176.3100,176.4770,560453
2023-10-06 12:15:00,176.6550,176.7000,176.5200,176.6000,496554
2023-10-06 12:10:00,176.8100,176.8400,176.5800,176.6550,542369
2023-10-06 12:05:00,176.8800,176.9800,176.7500,176.8100,462032
2023-10-06 12:00:00,176.7950,177.0500,176.7400,176.8750,959460
2023-10-06 11:55:00,176.5700,176.8400,176.5300,176.7990,602819
2023-10-06 11:50:00,176.5700,176.6550,176.4300,176.5720,475527
2023-10-06 11:45:00,176.3000,176.5900,176.1800,176.5600,655234
2023-10-06 11:40:00,176.0800,176.4000,176.0600,176.2900,702764
2023-10-06 11:35:00,175.9500,176.1000,175.8800,176.0800,737284
2023-10-06 11:30:00,175.4500,175.9500,175.4300,175.9450,533184
2023-10-06 11:25:00,175.4450,175.7250,175.3600,175.4500,598965
2023-10-06 11:20:00,175.2800,175.4500,175.2100,175.4480,353014
2023-10-06 11:15:00,175.4600,175.5800,175.2400,175.2900,689021
2023-10-06 11:10:00,175.5350,175.6700,175.3800,175.4600,744705
2023-10-06 11:05:00,175.3800,175.6400,175.2400,175.5390,906178
2023-10-06 11:00:00,175.1320,175.4200,175.0900,175.3710,570471
2023-10-06 10:55:00,174.9750,175.1900,174.8400,175.1300,506485
2023-10-06 10:50:00,175.0400,175.2000,174.9500,174.9640,395177
2023-10-06 10:45:00,175.0360,175.2800,174.9850,175.0300,563612
2023-10-06 10:40:00,174.9600,175.0600,174.7300,175.0400,667745
2023-10-06 10:35:00,174.8250,175.1300,174.7300,174.9500,867801
2023-10-06 10:30:00,174.8000,175.0700,174.7690,174.8300,1092189
2023-10-06 10:25:00,174.6000,174.8900,174.5300,174.8100,698157
2023-10-06 10:20:00,173.9100,174.6100,173.6800,174.5900,709782
2023-10-06 10:15:00,174.1700,174.4000,173.9100,173.9100,630340
2023-10-06 10:10:00,173.6000,174.2500,173.5600,174.1600,749242
2023-10-06 10:05:00,173.6500,173.7800,173.3500,173.6200,508862
2023-10-06 10:00:00,174.0400,174.1000,173.4500,173.6400,760845
2023-10-06 09:55:00,173.8400,174.0500,173.5100,174.0300,701260
2023-10-06 09:50:00,173.5960,173.9900,173.5300,173.8400,614863
2023-10-06 09:45:00,173.5900,174.1100,173.4300,173.5700,837845
2023-10-06 09:40:00,173.4100,173.7000,173.1800,173.5900,818211
2023-10-06 09:35:00,174.1850,174.4200,173.3200,173.4300,1218701
2023-10-06 09:30:00,173.8000,175.0600,173.8000,174.2000,1877207
2023-10-05 15:55:00,174.9550,175.1000,174.8400,174.9700,1848002
2023-10-05 15:50:00,175.1700,175.2100,174.8700,174.9500,821197
2023-10-05 15:45:00,174.9300,175.1800,174.9000,175.1750,743062
2023-10-05 15:40:00,175.0700,175.1400,174.8600,174.9320,543623
2023-10-05 15:35:00,175.1600,175.2200,175.0400,175.0700,359856
2023-10-05 15:30:00,175.1200,175.2200,175.0800,175.1550,537719
2023-10-05 15:25:00,174.9720,175.1200,174.9720,175.1200,343028
2023-10-05 15:20:00,175.0200,175.0550,174.8700,174.9700,431720
2023-10-05 15:15:00,175.1500,175.1800,175.0100,175.0250,322545
2023-10-05 15:10:00,175.1700,175.2000,174.9220,175.1410,453151
2023-10-05 15:05:00,175.2750,175.3400,175.1600,175.1600,320268
2023-10-05 15:00:00,175.3350,175.3900,175.2100,175.2690,284357
2023-10-05 14:55:00,175.3000,175.3650,175.2000,175.3300,344928
2023-10-05 14:50:00,175.2650,175.3900,175.2500,175.3000,230384
2023-10-05 14:45:00,175.3300,175.3900,175.1700,175.2600,396637
2023-10-05 14:40:00,175.3600,175.4500,175.2350,175.3300,611822
2023-10-05 14:35:00,175.2400,175.3900,175.1900,175.3600,591694
2023-10-05 14:30:00,174.9500,175.2500,174.9050,175.2430,560257
2023-10-05 14:25:00,174.8900,174.9850,174.7500,174.9600,351107
2023-10-05 14:20:00,175.0600,175.0950,174.8510,174.8900,352843
2023-10-05 14:15:00,175.0300,175.1700,174.9700,175.0650,499929
2023-10-05 14:10:00,175.0190,175.0350,174.8540,175.0200,379321
